TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
TOR,3/9/18,TOR vs. HOU,W,240,108,41,85,.482,15,38,.395,11,14,.786,12,30,42,22,7,2,16,20,3
ORL,3/9/18,ORL @ SAC,L,240,88,33,78,.423,9,29,.310,13,16,.813,5,29,34,17,7,4,14,17,-6
UTA,3/9/18,UTA @ MEM,W,240,95,33,74,.446,13,32,.406,16,22,.727,8,40,48,26,10,8,17,17,17
POR,3/9/18,POR vs. GSW,W,240,125,44,89,.494,16,39,.410,21,27,.778,14,32,46,21,4,2,11,17,17
CHI,3/9/18,CHI @ DET,L,240,83,33,93,.355,9,31,.290,8,10,.800,10,32,42,19,11,0,13,19,-16
DEN,3/9/18,DEN vs. LAL,W,240,125,42,83,.506,15,31,.484,26,30,.867,7,29,36,30,10,6,12,16,9
LAC,3/9/18,LAC vs. CLE,W,240,116,43,89,.483,11,28,.393,19,30,.633,13,39,52,25,6,3,13,16,14
LAL,3/9/18,LAL @ DEN,L,240,116,45,92,.489,14,35,.400,12,16,.750,12,32,44,25,8,6,15,23,-9
NYK,3/9/18,NYK @ MIL,L,240,112,47,98,.480,7,28,.250,11,14,.786,11,28,39,24,6,5,11,26,-8
CLE,3/9/18,CLE @ LAC,L,240,102,39,87,.448,12,36,.333,12,18,.667,8,32,40,22,10,7,12,28,-14
ATL,3/9/18,ATL @ IND,L,240,87,34,82,.415,10,33,.303,9,10,.900,6,29,35,21,11,4,18,13,-25
HOU,3/9/18,HOU @ TOR,L,240,105,40,81,.494,9,27,.333,16,23,.696,7,29,36,15,9,3,13,13,-3
WAS,3/9/18,WAS @ NOP,W,240,116,46,96,.479,9,26,.346,15,20,.750,10,39,49,34,10,4,12,16,19
SAC,3/9/18,SAC vs. ORL,W,240,94,36,83,.434,9,25,.360,13,15,.867,13,37,50,24,7,3,16,21,6
MEM,3/9/18,MEM vs. UTA,L,240,78,31,83,.373,6,22,.273,10,14,.714,10,29,39,16,4,5,15,22,-17
NOP,3/9/18,NOP vs. WAS,L,240,97,38,82,.463,6,20,.300,15,18,.833,2,36,38,23,3,10,15,18,-19
OKC,3/10/18,OKC vs. SAS,W,240,104,39,85,.459,10,28,.357,16,24,.667,11,38,49,24,8,4,15,13,10
SAS,3/10/18,SAS @ OKC,L,240,94,40,86,.465,10,20,.500,4,7,.571,6,37,43,26,6,3,14,22,-10
ORL,3/10/18,ORL @ LAC,L,240,105,38,84,.452,8,24,.333,21,27,.778,9,24,33,20,12,2,14,19,-8
CHA,3/10/18,CHA vs. PHX,W,240,122,44,87,.506,13,32,.406,21,27,.778,7,34,41,24,11,5,12,18,7
DAL,3/10/18,DAL vs. MEM,W,240,114,37,77,.481,10,29,.345,30,35,.857,9,43,52,21,8,3,10,18,34
WAS,3/10/18,WAS @ MIA,L,240,102,34,77,.442,7,20,.350,27,34,.794,8,32,40,22,4,2,15,20,-27
LAC,3/10/18,LAC vs. ORL,W,240,113,41,78,.526,7,18,.389,24,28,.857,8,33,41,17,9,3,15,20,8
MIA,3/10/18,MIA vs. WAS,W,240,129,52,88,.591,10,28,.357,15,21,.714,5,37,42,27,9,5,10,25,27
PHX,3/10/18,PHX @ CHA,L,240,115,42,83,.506,18,32,.563,13,19,.684,5,30,35,27,9,3,14,25,-7
MEM,3/10/18,MEM @ DAL,L,240,80,30,84,.357,7,18,.389,13,17,.765,9,32,41,19,4,4,14,24,-34
CHI,3/11/18,CHI @ ATL,W,240,129,48,98,.490,17,37,.459,16,19,.842,13,34,47,31,10,4,5,24,7
TOR,3/11/18,TOR @ NYK,W,240,132,47,93,.505,16,35,.457,22,25,.880,14,38,52,32,3,3,11,19,26
IND,3/11/18,IND @ BOS,W,240,99,39,81,.481,12,22,.545,9,10,.900,6,33,39,26,9,7,18,20,2
BOS,3/11/18,BOS vs. IND,L,240,97,34,81,.420,12,37,.324,17,21,.810,10,32,42,26,10,5,16,13,-2
MIN,3/11/18,MIN vs. GSW,W,240,109,44,95,.463,6,20,.300,15,21,.714,13,37,50,27,7,3,9,15,6
NYK,3/11/18,NYK vs. TOR,L,240,106,40,88,.455,7,21,.333,19,24,.792,8,29,37,21,7,4,10,19,-26
LAL,3/11/18,LAL vs. CLE,W,240,127,48,96,.500,13,34,.382,18,20,.900,14,37,51,30,9,4,13,19,14
HOU,3/11/18,HOU @ DAL,W,240,105,39,84,.464,17,45,.378,10,14,.714,6,39,45,21,5,5,11,22,23
CLE,3/11/18,CLE @ LAL,L,240,113,41,88,.466,12,31,.387,19,23,.826,7,30,37,22,4,5,12,18,-14
ATL,3/11/18,ATL vs. CHI,L,240,122,42,82,.512,19,40,.475,19,22,.864,5,37,42,32,2,5,15,14,-7
NOP,3/11/18,NOP vs. UTA,L,240,99,41,93,.441,6,21,.286,11,13,.846,10,28,38,28,7,14,13,25,-17
SAC,3/11/18,SAC @ DEN,L,240,104,39,91,.429,6,31,.194,20,26,.769,7,31,38,25,3,1,3,21,-26
UTA,3/11/18,UTA @ NOP,W,240,116,40,96,.417,12,32,.375,24,25,.960,17,38,55,24,4,3,15,20,17
GSW,3/11/18,GSW @ MIN,L,240,103,37,91,.407,10,36,.278,19,21,.905,12,38,50,22,6,7,13,17,-6
BKN,3/11/18,BKN vs. PHI,L,240,97,33,85,.388,10,28,.357,21,24,.875,13,29,42,17,5,5,18,19,-23
DAL,3/11/18,DAL vs. HOU,L,240,82,33,94,.351,5,31,.161,11,18,.611,17,36,53,27,5,2,10,18,-23
DEN,3/11/18,DEN vs. SAC,W,240,130,50,89,.562,15,37,.405,15,21,.714,8,43,51,38,2,4,7,17,26
PHI,3/11/18,PHI @ BKN,W,240,120,50,95,.526,9,26,.346,11,18,.611,12,36,48,33,12,7,9,19,23
POR,3/12/18,POR vs. MIA,W,240,115,38,83,.458,14,36,.389,25,30,.833,9,41,50,23,5,6,12,15,16
SAC,3/12/18,SAC @ OKC,L,240,101,38,93,.409,12,33,.364,13,16,.813,13,36,49,21,8,6,11,22,-5
MIA,3/12/18,MIA @ POR,L,240,99,39,91,.429,10,31,.323,11,16,.688,10,36,46,24,6,4,11,24,-16
HOU,3/12/18,HOU vs. SAS,W,240,109,39,80,.488,13,44,.295,18,23,.783,9,41,50,24,6,4,15,24,16
SAS,3/12/18,SAS @ HOU,L,240,93,33,81,.407,11,28,.393,16,23,.696,7,29,36,20,5,2,13,17,-16
OKC,3/12/18,OKC vs. SAC,W,240,106,38,84,.452,16,36,.444,14,18,.778,5,38,43,21,5,6,10,15,5
MIL,3/12/18,MIL @ MEM,W,240,121,47,81,.580,12,25,.480,15,22,.682,11,36,47,33,6,5,18,22,18
MEM,3/12/18,MEM vs. MIL,L,240,103,42,89,.472,9,27,.333,10,19,.526,10,21,31,27,6,5,9,23,-18
BKN,3/13/18,BKN vs. TOR,L,240,102,35,86,.407,15,36,.417,17,19,.895,9,29,38,21,9,6,11,19,-14
NYK,3/13/18,NYK vs. DAL,L,240,97,40,82,.488,8,25,.320,9,12,.750,10,34,44,19,9,1,19,18,-13
CHA,3/13/18,CHA @ NOP,L,240,115,45,93,.484,7,26,.269,18,22,.818,8,37,45,22,8,9,13,13,-4
TOR,3/13/18,TOR @ BKN,W,240,116,44,91,.484,11,31,.355,17,21,.810,13,40,53,27,7,6,11,20,14
MIN,3/13/18,MIN @ WAS,W,240,116,46,87,.529,7,21,.333,17,19,.895,11,26,37,23,10,7,10,21,5
CLE,3/13/18,CLE @ PHX,W,240,129,43,87,.494,17,35,.486,26,30,.867,5,39,44,25,12,9,19,25,22
ORL,3/13/18,ORL @ SAS,L,240,72,28,82,.341,7,23,.304,9,9,1.000,9,32,41,16,5,3,20,19,-36
WAS,3/13/18,WAS vs. MIN,L,240,111,42,82,.512,8,20,.400,19,25,.760,14,25,39,26,6,4,11,17,-5
NOP,3/13/18,NOP vs. CHA,W,240,119,52,104,.500,9,22,.409,6,8,.750,14,36,50,33,10,7,12,16,4
IND,3/13/18,IND @ PHI,W,240,101,38,95,.400,5,24,.208,20,25,.800,14,31,45,20,13,2,9,23,3
ATL,3/13/18,ATL vs. OKC,L,240,107,37,87,.425,13,31,.419,20,24,.833,13,34,47,26,5,5,15,25,-12
LAC,3/13/18,LAC @ CHI,W,240,112,37,76,.487,8,29,.276,30,41,.732,6,36,42,27,4,5,14,14,6
UTA,3/13/18,UTA vs. DET,W,240,110,42,76,.553,13,34,.382,13,23,.565,11,41,52,29,10,5,22,22,31
DAL,3/13/18,DAL @ NYK,W,240,110,40,89,.449,14,35,.400,16,18,.889,12,28,40,22,11,1,12,15,13
OKC,3/13/18,OKC @ ATL,W,240,119,42,89,.472,16,35,.457,19,25,.760,9,29,38,27,9,11,7,21,12
DEN,3/13/18,DEN @ LAL,L,240,103,38,86,.442,13,40,.325,14,19,.737,5,39,44,26,12,4,19,26,-9
SAS,3/13/18,SAS vs. ORL,W,240,108,40,84,.476,9,19,.474,19,23,.826,11,37,48,24,10,7,12,13,36
PHI,3/13/18,PHI vs. IND,L,240,98,35,75,.467,10,30,.333,18,22,.818,7,41,48,24,3,7,21,25,-3
LAL,3/13/18,LAL vs. DEN,W,240,112,40,90,.444,15,40,.375,17,25,.680,12,40,52,20,6,3,15,23,9
DET,3/13/18,DET @ UTA,L,240,79,30,80,.375,5,25,.200,14,19,.737,8,24,32,14,14,4,17,23,-31
CHI,3/13/18,CHI vs. LAC,L,240,106,43,101,.426,7,29,.241,13,15,.867,11,34,45,26,11,2,9,28,-6
PHX,3/13/18,PHX vs. CLE,L,240,107,38,98,.388,6,32,.188,25,30,.833,11,36,47,17,10,2,18,21,-22
MIL,3/14/18,MIL @ ORL,L,240,117,49,98,.500,10,24,.417,9,12,.750,9,28,37,28,12,5,11,20,-9
ORL,3/14/18,ORL vs. MIL,W,240,126,44,87,.506,18,34,.529,20,23,.870,9,33,42,31,10,4,17,16,9
MIA,3/14/18,MIA @ SAC,L,265,119,41,99,.414,18,43,.419,19,21,.905,15,38,53,26,5,2,14,23,-4
WAS,3/14/18,WAS @ BOS,W,290,125,46,97,.474,12,32,.375,21,28,.750,13,39,52,29,10,6,19,26,1
SAC,3/14/18,SAC vs. MIA,W,265,123,48,94,.511,8,24,.333,19,25,.760,8,35,43,23,6,7,11,21,4
LAL,3/14/18,LAL @ GSW,L,240,106,38,84,.452,12,38,.316,18,28,.643,7,28,35,24,11,8,14,19,-11
BOS,3/14/18,BOS vs. WAS,L,290,124,48,99,.485,12,26,.462,16,23,.696,10,34,44,30,9,5,17,22,-1
GSW,3/14/18,GSW vs. LAL,W,240,117,44,81,.543,6,20,.300,23,28,.821,11,39,50,25,8,6,21,24,11
DET,3/15/18,DET @ DEN,L,240,113,44,92,.478,14,27,.519,11,17,.647,9,32,41,30,8,4,11,20,-7
ATL,3/15/18,ATL vs. CHA,L,240,117,42,90,.467,16,36,.444,17,26,.654,6,40,46,30,5,2,11,27,-12
IND,3/15/18,IND vs. TOR,L,240,99,40,93,.430,7,24,.292,12,17,.706,11,23,34,17,12,1,8,25,-7
PHI,3/15/18,PHI @ NYK,W,240,118,41,91,.451,15,37,.405,21,34,.618,19,34,53,29,8,3,14,21,8
NYK,3/15/18,NYK vs. PHI,L,240,110,45,87,.517,5,20,.250,15,24,.625,8,36,44,26,8,4,12,25,-8
CHI,3/15/18,CHI @ MEM,W,240,111,35,80,.438,15,41,.366,26,33,.788,8,34,42,23,10,2,13,23,1
DEN,3/15/18,DEN vs. DET,W,240,120,43,85,.506,12,28,.429,22,28,.786,10,35,45,26,7,8,15,15,7
LAC,3/15/18,LAC @ HOU,L,240,96,44,97,.454,4,18,.222,4,8,.500,11,34,45,16,3,4,9,21,-5
HOU,3/15/18,HOU vs. LAC,W,240,101,35,90,.389,12,41,.293,19,23,.826,16,34,50,20,4,9,11,13,5
TOR,3/15/18,TOR @ IND,W,240,106,35,79,.443,12,32,.375,24,28,.857,18,39,57,20,4,8,20,19,7
CHA,3/15/18,CHA @ ATL,W,240,129,46,87,.529,17,33,.515,20,30,.667,6,39,45,30,3,3,10,21,12
CLE,3/15/18,CLE @ POR,L,240,105,41,80,.513,11,33,.333,12,21,.571,2,32,34,17,5,7,11,21,-8
SAS,3/15/18,SAS vs. NOP,W,240,98,37,99,.374,7,26,.269,17,19,.895,15,37,52,16,10,11,10,14,5
MEM,3/15/18,MEM vs. CHI,L,240,110,38,87,.437,13,35,.371,21,25,.840,11,36,47,27,7,4,14,22,-1
NOP,3/15/18,NOP @ SAS,L,240,93,36,90,.400,6,16,.375,15,16,.938,12,41,53,18,7,7,14,18,-5
PHX,3/15/18,PHX @ UTA,L,240,88,32,83,.386,7,16,.438,17,24,.708,9,42,51,14,4,4,22,25,-28
POR,3/15/18,POR vs. CLE,W,240,113,43,96,.448,12,35,.343,15,19,.789,13,37,50,26,4,3,7,15,8
UTA,3/15/18,UTA vs. PHX,W,240,116,42,97,.433,12,36,.333,20,32,.625,14,39,53,29,12,8,7,20,28
MIA,3/16/18,MIA @ LAL,W,240,92,36,94,.383,10,36,.278,10,14,.714,12,31,43,23,14,6,11,18,1
OKC,3/16/18,OKC vs. LAC,W,240,121,46,94,.489,11,32,.344,18,22,.818,17,29,46,30,17,10,14,20,8
PHI,3/16/18,PHI vs. BKN,W,240,120,43,95,.453,12,27,.444,22,26,.846,13,29,42,30,9,3,5,21,4
DAL,3/16/18,DAL @ TOR,L,265,115,48,91,.527,6,22,.273,13,18,.722,6,30,36,25,7,5,10,27,-7
SAC,3/16/18,SAC @ GSW,W,240,98,36,83,.434,14,31,.452,12,17,.706,11,36,47,25,7,4,13,16,5
LAL,3/16/18,LAL vs. MIA,L,240,91,32,76,.421,9,19,.474,18,22,.818,7,42,49,22,5,4,20,17,-1
BOS,3/16/18,BOS @ ORL,W,240,92,31,82,.378,9,26,.346,21,28,.750,16,39,55,16,7,6,18,17,9
ORL,3/16/18,ORL vs. BOS,L,240,83,34,87,.391,5,28,.179,10,11,.909,7,33,40,14,12,7,15,23,-9
LAC,3/16/18,LAC @ OKC,L,240,113,42,86,.488,11,26,.423,18,23,.783,16,32,48,21,10,3,21,18,-8
GSW,3/16/18,GSW vs. SAC,L,240,93,34,81,.420,12,26,.462,13,18,.722,9,31,40,21,10,5,11,21,-5
BKN,3/16/18,BKN @ PHI,L,240,116,40,89,.449,15,30,.500,21,27,.778,11,36,47,25,4,5,12,22,-4
TOR,3/16/18,TOR vs. DAL,W,265,122,43,91,.473,10,30,.333,26,31,.839,12,33,45,26,5,8,13,21,7
SAC,3/17/18,SAC @ UTA,L,240,97,37,86,.430,14,21,.667,9,14,.643,3,30,33,23,11,5,13,30,-6
GSW,3/17/18,GSW @ PHX,W,240,124,50,95,.526,13,31,.419,11,14,.786,9,34,43,29,8,9,12,21,15
HOU,3/17/18,HOU @ NOP,W,240,107,39,93,.419,15,41,.366,14,18,.778,13,33,46,19,8,7,7,19,6
PHX,3/17/18,PHX vs. GSW,L,240,109,39,82,.476,11,24,.458,20,29,.690,9,33,42,22,8,5,19,19,-15
MIN,3/17/18,MIN @ SAS,L,240,101,39,81,.481,7,12,.583,16,20,.800,10,24,34,22,3,2,16,16,-16
WAS,3/17/18,WAS vs. IND,W,240,109,40,74,.541,10,20,.500,19,23,.826,6,32,38,29,9,2,14,17,7
CHA,3/17/18,CHA @ NYK,L,240,101,33,90,.367,9,33,.273,26,32,.813,13,37,50,11,7,5,10,13,-23
CHI,3/17/18,CHI vs. CLE,L,240,109,41,91,.451,16,34,.471,11,15,.733,11,34,45,30,4,3,12,21,-5
UTA,3/17/18,UTA vs. SAC,W,240,103,33,74,.446,6,24,.250,31,38,.816,8,40,48,21,8,8,15,13,6
IND,3/17/18,IND @ WAS,L,240,102,39,86,.453,12,24,.500,12,15,.800,10,28,38,24,6,4,15,18,-7
MIL,3/17/18,MIL vs. ATL,W,240,122,41,86,.477,11,25,.440,29,32,.906,9,35,44,31,12,8,12,24,5
MEM,3/17/18,MEM vs. DEN,W,240,101,33,81,.407,13,32,.406,22,28,.786,14,33,47,21,5,9,11,20,7
NOP,3/17/18,NOP vs. HOU,L,240,101,41,83,.494,8,24,.333,11,12,.917,6,34,40,18,4,8,12,19,-6
CLE,3/17/18,CLE @ CHI,W,240,114,44,87,.506,13,37,.351,13,20,.650,11,33,44,25,4,5,13,14,5
BKN,3/17/18,BKN vs. DAL,W,240,114,43,84,.512,14,36,.389,14,19,.737,10,33,43,25,4,6,10,14,8
DAL,3/17/18,DAL @ BKN,L,240,106,41,92,.446,12,22,.545,12,14,.857,13,32,45,25,5,3,10,21,-8
NYK,3/17/18,NYK vs. CHA,W,240,124,49,100,.490,12,26,.462,14,18,.778,12,44,56,24,7,5,8,22,23
ATL,3/17/18,ATL @ MIL,L,240,117,39,85,.459,12,36,.333,27,28,.964,8,36,44,23,7,4,19,25,-5
SAS,3/17/18,SAS vs. MIN,W,240,117,49,96,.510,6,26,.231,13,14,.929,14,27,41,32,11,8,5,17,16
DEN,3/17/18,DEN @ MEM,L,240,94,32,87,.368,9,33,.273,21,29,.724,18,31,49,17,10,5,7,25,-7
POR,3/17/18,POR vs. DET,W,240,100,38,87,.437,8,31,.258,16,18,.889,9,40,49,23,8,8,11,17,13
DET,3/17/18,DET @ POR,L,240,87,31,80,.388,10,25,.400,15,20,.750,8,35,43,17,6,2,12,16,-13
HOU,3/18/18,HOU @ MIN,W,240,129,43,78,.551,16,35,.457,27,36,.750,8,25,33,28,7,8,11,26,9
LAC,3/18/18,LAC vs. POR,L,240,109,40,89,.449,9,23,.391,20,27,.741,8,30,38,21,8,3,8,17,-13
OKC,3/18/18,OKC @ TOR,W,240,132,49,88,.557,10,21,.476,24,34,.706,14,25,39,27,11,2,17,24,7
NOP,3/18/18,NOP vs. BOS,W,240,108,41,82,.500,6,18,.333,20,25,.800,5,39,44,33,9,5,10,13,19
POR,3/18/18,POR @ LAC,W,240,122,46,92,.500,14,29,.483,16,20,.800,8,39,47,24,7,6,13,22,13
MIN,3/18/18,MIN vs. HOU,L,240,120,45,86,.523,10,20,.500,20,26,.769,14,27,41,24,7,1,12,26,-9
BOS,3/18/18,BOS @ NOP,L,240,89,35,87,.402,9,26,.346,10,20,.500,9,35,44,17,8,3,12,21,-19
TOR,3/18/18,TOR vs. OKC,L,240,125,46,81,.568,15,30,.500,18,23,.783,8,23,31,31,5,1,19,25,-7
DET,3/19/18,DET @ SAC,W,240,106,37,79,.468,14,29,.483,18,22,.818,6,38,44,17,6,5,9,11,16
CHA,3/19/18,CHA @ PHI,L,240,94,32,84,.381,6,22,.273,24,30,.800,6,33,39,16,8,4,9,12,-14
CHI,3/19/18,CHI @ NYK,L,240,92,33,92,.359,3,30,.100,23,31,.742,14,34,48,21,9,7,11,15,-18
CLE,3/19/18,CLE vs. MIL,W,240,124,43,87,.494,15,38,.395,23,27,.852,12,30,42,24,4,6,13,17,7
SAS,3/19/18,SAS vs. GSW,W,240,89,33,82,.402,8,23,.348,15,21,.714,11,37,48,21,6,5,14,20,14
SAC,3/19/18,SAC vs. DET,L,240,90,40,88,.455,6,23,.261,4,9,.444,8,31,39,23,7,3,13,21,-16
DEN,3/19/18,DEN @ MIA,L,290,141,46,100,.460,18,38,.474,31,37,.838,11,35,46,23,10,5,13,25,-8
BKN,3/19/18,BKN vs. MEM,W,240,118,36,72,.500,16,40,.400,30,40,.750,9,32,41,27,5,9,22,22,3
GSW,3/19/18,GSW @ SAS,L,240,75,30,74,.405,3,19,.158,12,16,.750,2,34,36,17,7,9,15,24,-14
MEM,3/19/18,MEM @ BKN,L,240,115,46,88,.523,10,23,.435,13,20,.650,11,31,42,21,11,3,16,33,-3
MIL,3/19/18,MIL @ CLE,L,240,117,45,88,.511,8,31,.258,19,20,.950,8,24,32,26,11,7,15,23,-7
MIA,3/19/18,MIA vs. DEN,W,290,149,56,102,.549,20,36,.556,17,27,.630,7,39,46,36,5,11,11,26,8
LAL,3/19/18,LAL @ IND,L,240,100,38,86,.442,8,33,.242,16,23,.696,14,33,47,20,4,3,13,18,-10
NYK,3/19/18,NYK vs. CHI,W,240,110,43,96,.448,11,35,.314,13,17,.765,15,46,61,28,6,7,16,24,18
IND,3/19/18,IND vs. LAL,W,240,110,43,87,.494,6,21,.286,18,19,.947,9,35,44,24,9,8,6,16,10
PHI,3/19/18,PHI vs. CHA,W,240,108,42,93,.452,18,44,.409,6,8,.750,17,43,60,30,5,6,15,22,14
OKC,3/20/18,OKC @ BOS,L,240,99,35,85,.412,10,27,.370,19,29,.655,8,36,44,19,6,6,13,20,-1
ATL,3/20/18,ATL @ UTA,W,240,99,38,94,.404,9,33,.273,14,19,.737,11,41,52,21,7,3,13,23,5
LAC,3/20/18,LAC @ MIN,L,240,109,40,93,.430,8,24,.333,21,26,.808,11,30,41,21,4,5,10,22,-14
UTA,3/20/18,UTA vs. ATL,L,240,94,33,89,.371,6,34,.176,22,25,.880,12,39,51,16,8,8,16,22,-5
TOR,3/20/18,TOR @ ORL,W,240,93,35,77,.455,14,36,.389,9,17,.529,6,39,45,19,7,8,17,10,7
ORL,3/20/18,ORL vs. TOR,L,240,86,37,90,.411,9,25,.360,3,5,.600,10,35,45,22,13,7,12,16,-7
DET,3/20/18,DET @ PHX,W,240,115,43,97,.443,15,36,.417,14,16,.875,12,38,50,22,12,14,8,16,27
MIN,3/20/18,MIN vs. LAC,W,240,123,45,86,.523,10,25,.400,23,24,.958,6,34,40,23,5,6,11,21,14
POR,3/20/18,POR vs. HOU,L,240,111,40,81,.494,11,28,.393,20,27,.741,10,34,44,20,6,7,8,18,-4
DAL,3/20/18,DAL @ NOP,L,240,105,43,90,.478,10,35,.286,9,11,.818,9,31,40,25,4,2,8,14,-10
PHX,3/20/18,PHX vs. DET,L,240,88,34,90,.378,7,34,.206,13,20,.650,12,37,49,22,1,8,19,16,-27
NOP,3/20/18,NOP vs. DAL,W,240,115,48,91,.527,10,25,.400,9,15,.600,9,37,46,33,5,2,9,11,10
BOS,3/20/18,BOS vs. OKC,W,240,100,36,87,.414,13,36,.361,15,16,.938,11,41,52,22,6,5,17,24,1
HOU,3/20/18,HOU @ POR,W,240,115,38,79,.481,19,36,.528,20,29,.690,7,31,38,18,3,4,9,23,4
NOP,3/21/18,NOP vs. IND,W,240,96,34,79,.430,8,23,.348,20,24,.833,10,40,50,15,4,11,18,19,4
SAS,3/21/18,SAS vs. WAS,W,240,98,39,79,.494,7,23,.304,13,18,.722,12,30,42,21,7,10,15,17,8
CLE,3/21/18,CLE vs. TOR,W,240,132,47,78,.603,15,24,.625,23,28,.821,4,29,33,28,3,4,9,18,3
CHA,3/21/18,CHA @ BKN,W,240,111,36,94,.383,3,16,.188,36,47,.766,23,45,68,18,3,2,13,16,6
CHI,3/21/18,CHI vs. DEN,L,240,102,39,89,.438,13,38,.342,11,14,.786,9,25,34,29,12,4,15,22,-33
MIA,3/21/18,MIA vs. NYK,W,240,119,45,81,.556,15,34,.441,14,19,.737,5,27,32,31,9,2,7,17,21
TOR,3/21/18,TOR @ CLE,L,240,129,47,88,.534,15,34,.441,20,23,.870,10,23,33,32,4,5,6,23,-3
PHI,3/21/18,PHI vs. MEM,W,240,119,46,84,.548,11,31,.355,16,20,.800,4,34,38,32,8,4,14,21,14
BKN,3/21/18,BKN vs. CHA,L,240,105,39,93,.419,13,37,.351,14,21,.667,10,36,46,22,6,11,12,36,-6
IND,3/21/18,IND @ NOP,L,240,92,34,93,.366,7,22,.318,17,18,.944,15,33,48,15,13,5,14,21,-4
WAS,3/21/18,WAS @ SAS,L,240,90,35,83,.422,8,25,.320,12,16,.750,9,26,35,27,11,4,12,16,-8
DEN,3/21/18,DEN @ CHI,W,240,135,51,83,.614,20,35,.571,13,16,.813,8,37,45,34,9,6,17,13,33
MIL,3/21/18,MIL vs. LAC,L,240,120,50,91,.549,8,26,.308,12,17,.706,8,25,33,33,10,5,14,20,-7
NYK,3/21/18,NYK @ MIA,L,240,98,39,89,.438,10,31,.323,10,12,.833,13,27,40,21,6,1,14,16,-21
LAC,3/21/18,LAC @ MIL,W,240,127,45,86,.523,15,30,.500,22,29,.759,16,31,47,26,12,3,19,16,7
MEM,3/21/18,MEM @ PHI,L,240,105,40,99,.404,9,27,.333,16,20,.800,15,32,47,25,6,2,13,20,-14
HOU,3/22/18,HOU vs. DET,W,265,100,35,99,.354,12,51,.235,18,28,.643,12,40,52,19,9,3,12,19,4
DAL,3/22/18,DAL vs. UTA,L,240,112,42,85,.494,17,32,.531,11,14,.786,8,27,35,22,5,7,14,16,-7
CHA,3/22/18,CHA vs. MEM,W,240,140,49,92,.533,19,40,.475,23,27,.852,11,42,53,25,10,4,8,17,61
DET,3/22/18,DET @ HOU,L,265,96,40,95,.421,6,38,.158,10,19,.526,16,50,66,22,9,5,15,17,-4
PHI,3/22/18,PHI @ ORL,W,240,118,42,89,.472,15,37,.405,19,24,.792,11,45,56,30,7,5,16,15,20
ATL,3/22/18,ATL @ SAC,L,240,90,33,84,.393,12,36,.333,12,18,.667,6,34,40,19,7,2,12,10,-15
ORL,3/22/18,ORL vs. PHI,L,240,98,37,91,.407,10,33,.303,14,22,.636,7,33,40,26,10,3,10,19,-20
NOP,3/22/18,NOP vs. LAL,W,240,128,52,95,.547,6,24,.250,18,22,.818,8,34,42,28,13,4,9,19,3
MEM,3/22/18,MEM @ CHA,L,240,79,30,78,.385,4,18,.222,15,21,.714,9,29,38,13,4,7,19,24,-61
UTA,3/22/18,UTA @ DAL,W,240,119,46,87,.529,12,29,.414,15,16,.938,8,31,39,32,11,6,11,19,7
LAL,3/22/18,LAL @ NOP,L,240,125,43,87,.494,17,39,.436,22,28,.786,7,33,40,19,4,3,16,20,-3
SAC,3/22/18,SAC vs. ATL,W,240,105,43,93,.462,10,21,.476,9,9,1.000,12,39,51,28,8,9,13,18,15
MIN,3/23/18,MIN @ NYK,W,240,108,35,75,.467,10,26,.385,28,32,.875,6,39,45,23,6,6,14,15,4
BOS,3/23/18,BOS @ POR,W,240,105,35,77,.455,11,18,.611,24,26,.923,9,36,45,22,5,4,13,18,5
MIA,3/23/18,MIA @ OKC,L,240,99,34,87,.391,13,30,.433,18,20,.900,8,33,41,22,4,1,10,25,-6
BKN,3/23/18,BKN @ TOR,L,240,112,41,84,.488,11,27,.407,19,31,.613,5,35,40,21,5,9,9,23,-4
UTA,3/23/18,UTA @ SAS,L,265,120,43,88,.489,11,28,.393,23,29,.793,5,29,34,24,10,3,15,23,-4
LAC,3/23/18,LAC @ IND,L,240,104,42,76,.553,10,26,.385,10,14,.714,5,27,32,24,4,3,14,20,-5
POR,3/23/18,POR vs. BOS,L,240,100,40,91,.440,8,33,.242,12,15,.800,11,32,43,16,8,5,8,20,-5
DEN,3/23/18,DEN @ WAS,W,240,108,37,85,.435,17,34,.500,17,18,.944,7,31,38,25,5,10,10,16,8
SAS,3/23/18,SAS vs. UTA,W,265,124,47,92,.511,7,17,.412,23,27,.852,11,38,49,21,9,7,13,25,4
GSW,3/23/18,GSW vs. ATL,W,240,106,42,93,.452,12,30,.400,10,11,.909,10,36,46,28,8,6,7,17,12
CHI,3/23/18,CHI vs. MIL,L,240,105,36,87,.414,12,26,.462,21,23,.913,17,34,51,21,3,2,14,21,-13
PHX,3/23/18,PHX @ CLE,L,240,95,38,87,.437,7,28,.250,12,20,.600,7,29,36,24,9,4,17,23,-25
NYK,3/23/18,NYK vs. MIN,L,240,104,40,92,.435,12,28,.429,12,17,.706,10,32,42,25,9,0,10,27,-4
OKC,3/23/18,OKC vs. MIA,W,240,105,36,84,.429,8,26,.308,25,33,.758,12,39,51,17,7,1,11,23,6
